дата,тип пожара,type_id,долгота,широта,время устранения пожара
2012-06-04,Лесной пожар,3,76.3131,60.8836,5
2012-06-04,Лесной пожар,3,77.2615,60.8103,3
2012-06-04,Лесной пожар,3,78.7588,60.8871,5
2012-06-04,Лесной пожар,3,78.0537,60.2489,3
2012-06-04,Неконтролируемый пал,1,73.1378,55.7614,2
2012-06-04,Лесной пожар,3,82.9754,53.6018,4
2012-06-04,Лесной пожар,3,88.7447,55.4506,2
2012-06-04,Лесной пожар,3,90.9862,51.7135,3
2012-06-04,Лесной пожар,3,91.0771,51.6497,2
2012-06-04,Лесной пожар,3,90.8716,51.6205,2
2012-06-04,Лесной пожар,3,90.8811,51.6123,4
2012-06-04,Лесной пожар,3,90.79,51.5576,2
2012-06-04,Лесной пожар,3,90.7573,51.5853,3
2012-06-04,Лесной пожар,3,90.5962,51.5808,2
2012-06-04,Лесной пожар,3,90.3624,51.4254,2
2012-06-04,Лесной пожар,3,89.446,51.3789,3
2012-06-04,Лесной пожар,3,89.3786,51.3401,3
2012-06-04,Лесной пожар,3,80.4645,58.5187,2
2012-06-04,Лесной пожар,3,81.0791,58.1185,2
2012-06-04,Лесной пожар,3,82.308,58.5113,5
2012-06-04,Лесной пожар,3,82.2529,58.5598,2
2012-06-04,Лесной пожар,3,82.4135,58.528,1
2012-06-04,Лесной пожар,3,82.8326,58.1565,5
2012-06-04,Лесной пожар,3,84.2349,57.1483,3
2012-06-04,Лесной пожар,3,82.1375,59.5964,2
2012-06-04,Лесной пожар,3,140.1531,60.6551,2
2012-06-04,Лесной пожар,3,140.2026,60.5672,3
2012-06-04,Лесной пожар,3,139.1219,60.4583,3
2012-06-04,Лесной пожар,3,141.5394,60.2693,4
2012-06-04,Лесной пожар,3,141.0977,58.9411,3
2012-06-04,Лесной пожар,3,140.2643,58.8934,2
2012-06-04,Лесной пожар,3,140.2242,58.9248,3
2012-06-04,Лесной пожар,3,140.6583,58.6362,5
2012-06-04,Лесной пожар,3,140.6203,58.5928,3
2012-06-04,Лесной пожар,3,140.8695,58.4219,5
2012-06-04,Лесной пожар,3,140.8284,58.3993,5
2012-06-04,Лесной пожар,3,137.3635,57.0313,3
2012-06-04,Лесной пожар,3,139.4433,50.9765,2
2012-06-04,Лесной пожар,3,139.4563,50.9447,3
2012-06-04,Лесной пожар,3,140.0395,50.5935,2
2012-06-04,Лесной пожар,3,139.9881,50.5696,2
2012-06-04,Лесной пожар,3,139.3278,50.5481,5
2012-06-04,Лесной пожар,3,139.831,49.7823,5
2012-06-04,Лесной пожар,3,134.3302,49.9911,3
2012-06-04,Лесной пожар,3,82.3781,58.521,2
2012-06-04,Лесной пожар,3,67.5799,57.6338,3
2012-06-04,Лесной пожар,3,61.8901,54.2346,3
2012-06-04,Лесной пожар,3,121.3647,55.3096,3
2012-06-04,Лесной пожар,3,121.3652,55.2908,3
2012-06-04,Лесной пожар,3,121.3395,63.1123,5
2012-06-04,Лесной пожар,3,123.3421,57.9434,3
2012-06-04,Лесной пожар,3,123.2928,57.413,3
2012-06-04,Лесной пожар,3,123.5203,56.3444,2
2012-06-04,Лесной пожар,3,122.7411,55.3897,5
2012-06-04,Лесной пожар,3,122.0338,55.2295,4
2012-06-04,Лесной пожар,3,122.6509,54.9485,5
2012-06-04,Лесной пожар,3,122.717,54.9514,3
2012-06-04,Лесной пожар,3,123.2782,55.1011,5
2012-06-04,Лесной пожар,3,123.7824,55.1212,2
2012-06-04,Лесной пожар,3,123.922,54.9111,3
2012-06-04,Лесной пожар,3,123.9293,54.8909,2
2012-06-04,Лесной пожар,3,124.3221,55.0724,5
2012-06-04,Лесной пожар,3,124.5635,55.0703,3
2012-06-04,Лесной пожар,3,124.7368,54.8279,4
2012-06-04,Лесной пожар,3,127.46,54.2319,4
2012-06-04,Лесной пожар,3,130.7679,49.093,3
2012-06-04,Неконтролируемый пал,1,127.0577,55.6102,3
2012-06-04,Неконтролируемый пал,1,127.0523,55.601,2
2012-06-04,Лесной пожар,3,126.788,55.6597,2
2012-06-04,Неконтролируемый пал,1,126.1862,55.9376,2
2012-06-04,Неконтролируемый пал,1,125.4313,55.777,3
2012-06-04,Неконтролируемый пал,1,125.3518,55.4944,3
2012-06-04,Неконтролируемый пал,1,126.8451,55.1422,2
2012-06-04,Неконтролируемый пал,1,127.1023,56.896,2
2012-06-04,Неконтролируемый пал,1,129.2617,57.7439,3
2012-06-04,Неконтролируемый пал,1,128.9186,57.9828,3
2012-06-04,Неконтролируемый пал,1,134.0389,58.7197,2
2012-06-04,Неконтролируемый пал,1,135.9183,57.2945,3
2012-06-04,Лесной пожар,3,140.6381,58.5933,2
2012-06-04,Лесной пожар,3,140.234,58.9192,3
2012-06-04,Лесной пожар,3,139.1251,60.4581,3
2012-06-04,Лесной пожар,3,139.1548,60.4728,5
2012-06-04,Лесной пожар,3,136.7387,60.7813,2
2012-06-04,Лесной пожар,3,137.6865,63.7205,5
2012-06-04,Лесной пожар,3,90.3662,51.4255,5
2012-06-04,Лесной пожар,3,90.5988,51.5847,2
2012-06-04,Лесной пожар,3,90.7596,51.5878,4
2012-06-04,Лесной пожар,3,97.1357,57.4512,2
2012-06-04,Лесной пожар,3,96.2204,60.4587,3
2012-06-05,Лесной пожар,3,140.2069,58.9203,3
2012-06-05,Лесной пожар,3,140.2752,58.894,2
2012-06-05,Лесной пожар,3,135.8051,59.0395,4
2012-06-05,Лесной пожар,3,135.8178,59.0539,3
2012-06-05,Лесной пожар,3,134.7952,59.3011,3
2012-06-05,Лесной пожар,3,135.4966,57.3518,2
2012-06-05,Лесной пожар,3,135.9104,57.2995,1
2012-06-05,Лесной пожар,3,135.9083,57.2947,5
2012-06-05,Лесной пожар,3,133.7787,55.2248,3
2012-06-05,Лесной пожар,3,132.503,55.1129,2
2012-06-05,Лесной пожар,3,132.5003,55.1077,2
2012-06-05,Лесной пожар,3,130.3576,55.3005,3
2012-06-05,Неконтролируемый пал,1,129.1633,55.576,2
2012-06-05,Неконтролируемый пал,1,128.4869,55.6616,3
2012-06-05,Неконтролируемый пал,1,128.4807,55.6485,2
2012-06-05,Лесной пожар,3,127.0501,55.5996,3
2012-06-05,Лесной пожар,3,126.1862,55.9325,3
2012-06-05,Лесной пожар,3,125.3482,55.4983,3
2012-06-05,Лесной пожар,3,125.4917,55.4055,3
2012-06-05,Лесной пожар,3,124.3144,55.0632,2
2012-06-05,Лесной пожар,3,121.3609,63.1117,3
2012-06-05,Лесной пожар,3,129.4802,54.2509,5
2012-06-05,Лесной пожар,3,123.2277,54.8944,3
2012-06-05,Лесной пожар,3,122.7368,54.9429,5
2012-06-05,Лесной пожар,3,122.8042,54.2697,2
2012-06-05,Лесной пожар,3,123.0976,54.1967,3
2012-06-05,Лесной пожар,3,124.5645,53.8425,2
2012-06-05,Лесной пожар,3,127.1881,52.8179,2
2012-06-05,Лесной пожар,3,127.4733,54.2308,3
2012-06-05,Лесной пожар,3,126.2003,55.9374,2
2012-06-05,Лесной пожар,3,127.1056,56.8885,2
2012-06-05,Лесной пожар,3,129.2572,57.7394,1
2012-06-05,Лесной пожар,3,128.9153,57.9759,5
2012-06-05,Лесной пожар,3,130.6315,57.0608,3
2012-06-05,Лесной пожар,3,132.6144,55.6215,2
2012-06-05,Лесной пожар,3,133.5485,55.3594,5
2012-06-05,Лесной пожар,3,133.8021,55.2305,3
2012-06-05,Лесной пожар,3,132.5364,55.0415,2
2012-06-05,Лесной пожар,3,132.5359,55.0511,1
2012-06-05,Лесной пожар,3,132.4942,54.2879,2
2012-06-05,Лесной пожар,3,137.3519,57.026,2
2012-06-05,Лесной пожар,3,136.68,57.4729,2
2012-06-05,Лесной пожар,3,136.2578,57.6243,4
2012-06-05,Лесной пожар,3,135.9175,57.2929,4
2012-06-05,Лесной пожар,3,135.8078,59.0336,3
2012-06-05,Лесной пожар,3,135.8243,59.0488,3
2012-06-05,Лесной пожар,3,138.1613,58.0694,2
2012-06-05,Лесной пожар,3,138.1941,58.063,3
2012-06-05,Лесной пожар,3,138.2139,58.0432,5
2012-06-05,Лесной пожар,3,140.7954,58.4498,2
2012-06-05,Неконтролируемый пал,1,140.8612,58.4231,3
2012-06-05,Неконтролируемый пал,1,140.8829,58.4141,3
2012-06-05,Лесной пожар,3,140.8306,58.3899,3
2012-06-05,Лесной пожар,3,141.008,58.9705,2
2012-06-05,Лесной пожар,3,140.2767,58.9513,3
2012-06-05,Лесной пожар,3,140.2203,58.903,3
2012-06-05,Лесной пожар,3,140.2726,58.892,3
2012-06-05,Лесной пожар,3,140.0003,59.6132,3
2012-06-05,Лесной пожар,3,141.5382,60.2603,2
2012-06-05,Лесной пожар,3,140.2526,60.5786,3
2012-06-05,Природный пожар,4,139.1674,60.4644,1
2012-06-05,Природный пожар,4,139.1483,60.4498,4
2012-06-05,Природный пожар,4,137.9531,52.5706,2
2012-06-05,Природный пожар,4,135.7278,52.0485,3
2012-06-05,Лесной пожар,3,134.456,50.123,3
2012-06-05,Природный пожар,4,134.3503,49.9973,2
2012-06-05,Природный пожар,4,134.3244,49.9801,3
2012-06-05,Природный пожар,4,122.7603,55.3863,3
2012-06-05,Лесной пожар,3,121.3631,55.2802,2
2012-06-05,Лесной пожар,3,80.471,58.5224,4
2012-06-05,Неконтролируемый пал,1,95.1335,58.8564,2
2012-06-05,Неконтролируемый пал,1,104.1192,55.3032,4
2012-06-05,Неконтролируемый пал,1,126.8757,55.1324,5
2012-06-05,Неконтролируемый пал,1,123.2359,54.8938,4
2012-06-05,Неконтролируемый пал,1,123.2156,54.6251,3
2012-06-05,Лесной пожар,3,124.5818,53.8418,4
2012-06-05,Лесной пожар,3,122.7452,55.382,1
2012-06-05,Неконтролируемый пал,1,122.7444,55.3955,1
2012-06-05,Лесной пожар,3,124.1069,54.2905,3
2012-06-05,Лесной пожар,3,135.8083,59.0399,3
2012-06-05,Лесной пожар,3,130.6826,57.0897,3
2012-06-05,Лесной пожар,3,136.6687,57.4907,2
2012-06-05,Лесной пожар,3,136.9556,57.1702,5
2012-06-05,Лесной пожар,3,132.9234,55.9512,5
2012-06-05,Лесной пожар,3,132.9327,55.9444,1
2012-06-05,Лесной пожар,3,115.7543,56.2592,5
2012-06-05,Лесной пожар,3,122.662,57.9496,5
2012-06-05,Лесной пожар,3,123.8784,58.5342,3
2012-06-05,Лесной пожар,3,123.8925,58.5261,1
2012-06-05,Лесной пожар,3,124.7881,57.8756,2
2012-06-05,Лесной пожар,3,124.8071,57.8633,1
2012-06-05,Лесной пожар,3,125.0658,57.401,3
2012-06-05,Лесной пожар,3,125.0685,57.3879,3
2012-06-05,Лесной пожар,3,123.874,57.2746,3
2012-06-05,Лесной пожар,3,123.7825,56.3573,2
2012-06-05,Лесной пожар,3,123.5181,56.3477,4
2012-06-05,Лесной пожар,3,124.3686,55.8707,5
2012-06-05,Лесной пожар,3,124.3586,55.8632,3
2012-06-05,Лесной пожар,3,124.6295,55.8818,3
2012-06-05,Лесной пожар,3,125.427,55.7774,3
2012-06-05,Лесной пожар,3,125.4381,55.7574,2
2012-06-05,Лесной пожар,3,125.7295,55.5926,5
2012-06-05,Лесной пожар,3,125.5107,55.4465,4
2012-06-05,Лесной пожар,3,125.5109,55.4377,4
2012-06-05,Лесной пожар,3,125.4711,55.4401,3
2012-06-05,Лесной пожар,3,125.4733,55.4357,2
2012-06-05,Лесной пожар,3,125.5126,55.4076,3
2012-06-05,Лесной пожар,3,125.5052,55.3944,5
2012-06-05,Лесной пожар,3,126.3762,55.4434,4
2012-06-05,Лесной пожар,3,126.3916,55.4259,3
2012-06-05,Лесной пожар,3,126.5318,55.59,3
2012-06-05,Лесной пожар,3,126.7898,55.6344,3
2012-06-05,Лесной пожар,3,126.7783,55.6711,2
2012-06-05,Лесной пожар,3,127.0352,55.606,1
2012-06-05,Лесной пожар,3,127.0524,55.587,3
2012-06-05,Лесной пожар,3,127.5071,55.8795,2
2012-06-05,Лесной пожар,3,127.4822,55.9024,3
2012-06-05,Лесной пожар,3,127.5317,55.9125,5
2012-06-05,Лесной пожар,3,128.1577,55.724,2
2012-06-05,Лесной пожар,3,128.4906,55.6609,3
2012-06-05,Лесной пожар,3,128.4962,55.6482,3
2012-06-05,Лесной пожар,3,128.7966,55.5386,3
2012-06-05,Лесной пожар,3,128.8939,55.6857,1
2012-06-05,Лесной пожар,3,129.1416,55.5747,2
2012-06-05,Лесной пожар,3,129.6944,55.4708,1
2012-06-05,Лесной пожар,3,128.9697,53.6274,3
2012-06-05,Лесной пожар,3,127.4262,54.001,1
2012-06-05,Лесной пожар,3,127.3513,54.0336,2
2012-06-05,Лесной пожар,3,127.3512,54.0479,2
2012-06-05,Лесной пожар,3,127.4789,54.2322,5
2012-06-05,Лесной пожар,3,127.6171,54.5621,3
2012-06-05,Лесной пожар,3,127.6574,55.1164,2
2012-06-05,Лесной пожар,3,127.6554,55.1207,1
2012-06-05,Лесной пожар,3,126.8478,55.1292,5
2012-06-05,Лесной пожар,3,126.846,55.1505,5
2012-06-05,Лесной пожар,3,125.7606,54.8831,5
2012-06-05,Лесной пожар,3,125.1157,54.6306,3
2012-06-05,Лесной пожар,3,125.1095,54.6204,3
2012-06-05,Лесной пожар,3,124.7643,54.7956,2
2012-06-05,Лесной пожар,3,124.7697,54.8104,3
2012-06-05,Лесной пожар,3,124.7267,54.8238,2
2012-06-05,Лесной пожар,3,124.557,55.0704,2
2012-06-05,Лесной пожар,3,124.3232,55.0516,1
2012-06-05,Лесной пожар,3,124.2966,55.0763,3
2012-06-05,Лесной пожар,3,123.9449,54.8943,5
2012-06-05,Лесной пожар,3,123.9492,54.882,3
2012-06-05,Лесной пожар,3,123.9198,54.9073,3
2012-06-05,Лесной пожар,3,123.2767,55.1034,5
2012-06-05,Лесной пожар,3,123.2742,55.108,2
2012-06-05,Лесной пожар,3,123.2121,54.891,3
2012-06-05,Лесной пожар,3,122.6942,54.9424,2
2012-06-05,Лесной пожар,3,122.7267,54.9539,1
2012-06-05,Лесной пожар,3,122.6912,54.9471,3
2012-06-05,Лесной пожар,3,122.6566,54.9599,3
2012-06-05,Лесной пожар,3,122.7477,55.382,2
2012-06-05,Лесной пожар,3,122.7385,55.3949,3
2012-06-05,Лесной пожар,3,122.0432,55.2323,5
2012-06-05,Лесной пожар,3,123.2102,54.6296,3
2012-06-05,Лесной пожар,3,123.4126,54.3322,4
2012-06-05,Лесной пожар,3,123.4117,54.3159,5
2012-06-05,Лесной пожар,3,123.3874,54.3018,5
2012-06-05,Лесной пожар,3,123.112,54.2055,4
2012-06-05,Лесной пожар,3,123.0864,54.2242,4
2012-06-05,Природный пожар,4,123.4961,54.0978,1
2012-06-05,Природный пожар,4,123.2099,53.9097,2
2012-06-05,Лесной пожар,3,125.415,53.4558,4
2012-06-05,Лесной пожар,3,125.6956,53.3763,4
2012-06-05,Лесной пожар,3,125.2903,53.6969,3
2012-06-05,Природный пожар,4,125.0253,53.7556,5
2012-06-05,Природный пожар,4,125.023,53.7602,4
2012-06-05,Природный пожар,4,126.4796,53.2419,3
2012-06-05,Природный пожар,4,126.3017,54.2824,1
2012-06-05,Лесной пожар,3,129.0863,54.6953,3
2012-06-05,Лесной пожар,3,130.0134,54.7507,3
2012-06-05,Лесной пожар,3,130.4485,54.5742,5
2012-06-05,Лесной пожар,3,130.6036,54.5147,2
2012-06-05,Лесной пожар,3,130.4427,54.3005,3
2012-06-05,Лесной пожар,3,130.4761,54.2794,3
2012-06-05,Лесной пожар,3,130.4408,54.2323,2
2012-06-05,Лесной пожар,3,130.421,54.2072,1
2012-06-05,Лесной пожар,3,131.0515,53.9503,3
2012-06-05,Лесной пожар,3,131.0531,53.9457,3
2012-06-05,Лесной пожар,3,131.9541,54.1066,3
2012-06-05,Лесной пожар,3,132.4816,54.2893,3
2012-06-05,Лесной пожар,3,132.4769,54.3037,4
2012-06-05,Лесной пожар,3,133.0165,54.0404,2
2012-06-05,Лесной пожар,3,133.0211,54.0252,3
2012-06-05,Лесной пожар,3,132.7367,54.8574,2
2012-06-05,Лесной пожар,3,132.5287,55.0503,3
2012-06-05,Лесной пожар,3,132.499,55.108,3
2012-06-05,Лесной пожар,3,132.8832,55.2639,2
2012-06-05,Лесной пожар,3,132.9039,55.2584,3
2012-06-05,Лесной пожар,3,132.9045,55.2533,4
2012-06-05,Лесной пожар,3,133.5531,55.3561,5
2012-06-05,Лесной пожар,3,133.5497,55.3662,3
2012-06-05,Лесной пожар,3,133.7543,55.2371,2
2012-06-05,Лесной пожар,3,134.0481,55.0095,3
2012-06-05,Лесной пожар,3,134.0458,54.9986,4
2012-06-05,Природный пожар,4,133.9948,54.8737,1
2012-06-05,Лесной пожар,3,134.0204,54.8655,5
2012-06-05,Лесной пожар,3,133.3505,55.0003,3
2012-06-05,Лесной пожар,3,132.6024,55.6217,1
2012-06-05,Лесной пожар,3,132.8981,55.9283,3
2012-06-05,Лесной пожар,3,132.8994,55.938,2
2012-06-05,Лесной пожар,3,134.9411,56.0688,5
2012-06-05,Лесной пожар,3,127.9303,50.1133,1
2012-06-05,Лесной пожар,3,127.9285,50.1178,1
2012-06-05,Лесной пожар,3,128.2529,50.1503,5
2012-06-05,Лесной пожар,3,128.2252,50.3138,1
2012-06-05,Лесной пожар,3,137.9372,52.5673,3
2012-06-05,Лесной пожар,3,139.8494,52.625,1
2012-06-05,Лесной пожар,3,139.8496,52.6184,2
2012-06-05,Лесной пожар,3,121.4436,55.0404,3
2012-06-05,Лесной пожар,3,82.3709,58.5123,3
2012-06-05,Лесной пожар,3,95.1379,58.857,3
2012-06-05,Лесной пожар,3,95.4669,57.4956,3
2012-06-05,Лесной пожар,3,95.3624,57.4439,4
2012-06-05,Природный пожар,4,92.964,51.6338,3
2012-06-05,Природный пожар,4,93.8038,51.898,2
2012-06-05,Природный пожар,4,79.0463,60.9345,3
2012-06-05,Природный пожар,4,78.6306,60.0471,4
2012-06-05,Природный пожар,4,78.5059,60.0367,2
2012-06-05,Лесной пожар,3,76.7141,58.747,4
2012-06-05,Лесной пожар,3,74.9936,58.6128,5
2012-06-05,Лесной пожар,3,74.677,58.9362,3
2012-06-05,Лесной пожар,3,74.8521,59.0533,3
2012-06-05,Лесной пожар,3,74.0485,59.2195,2
2012-06-05,Лесной пожар,3,74.1952,58.2293,2
2012-06-05,Природный пожар,4,76.5674,57.4837,1
2012-06-05,Природный пожар,4,77.8094,58.021,2
2012-06-05,Лесной пожар,3,78.8719,57.8447,4
2012-06-05,Лесной пожар,3,79.4876,58.1997,2
2012-06-05,Лесной пожар,3,80.0592,58.3895,3
2012-06-05,Лесной пожар,3,80.4921,58.5217,4
2012-06-05,Лесной пожар,3,82.3184,58.5,2
2012-06-05,Лесной пожар,3,82.3908,58.5174,1
2012-06-05,Лесной пожар,3,82.4405,58.5588,2
2012-06-05,Лесной пожар,3,82.8007,58.1596,2
2012-06-05,Лесной пожар,3,88.1634,58.2908,3
2012-06-05,Лесной пожар,3,85.4619,51.9655,3
2012-06-05,Лесной пожар,3,83.664,52.3198,3
2012-06-05,Лесной пожар,3,80.4494,53.6183,2
2012-06-05,Лесной пожар,3,79.5898,54.3464,5
2012-06-05,Лесной пожар,3,80.2356,54.7281,3
2012-06-05,Лесной пожар,3,80.3303,54.7402,3
2012-06-05,Лесной пожар,3,80.3645,54.7323,3
2012-06-05,Лесной пожар,3,81.2728,55.2198,3
2012-06-05,Лесной пожар,3,75.0542,56.2508,2
2012-06-05,Лесной пожар,3,77.2471,54.5068,5
2012-06-05,Лесной пожар,3,90.3543,51.4313,2
2012-06-05,Природный пожар,4,90.9786,51.7198,1
2012-06-05,Лесной пожар,3,92.9486,51.637,3
2012-06-05,Лесной пожар,3,93.7938,51.9028,2
2012-06-05,Лесной пожар,3,82.1971,59.9066,3
2012-06-05,Лесной пожар,3,76.1104,60.8373,3
2012-06-05,Лесной пожар,3,73.6117,61.0574,2
2012-06-05,Природный пожар,4,73.5603,61.0822,5
2012-06-05,Природный пожар,4,74.1503,61.0923,3
2012-06-05,Природный пожар,4,74.2187,61.1533,2
2012-06-05,Природный пожар,4,134.8034,59.3044,3
2012-06-05,Природный пожар,4,135.7795,59.1865,3
2012-06-05,Природный пожар,4,135.8217,59.0578,4
2012-06-05,Природный пожар,4,134.0539,58.7231,4
2012-06-05,Лесной пожар,3,135.1847,57.7809,2
2012-06-05,Лесной пожар,3,135.5228,57.7288,3
2012-06-05,Лесной пожар,3,135.4924,57.3579,2
2012-06-05,Природный пожар,4,135.9095,57.3071,4
2012-06-05,Лесной пожар,3,135.1554,56.9414,4
2012-06-05,Торфяной пожар,2,136.925,57.1551,3
2012-06-05,Природный пожар,4,137.3437,57.0323,2
2012-06-05,Лесной пожар,3,134.9346,54.8826,3
2012-06-05,Лесной пожар,3,134.164,54.956,2
2012-06-05,Лесной пожар,3,134.0433,55.0093,5
2012-06-05,Природный пожар,4,133.5333,55.3702,2
2012-06-05,Лесной пожар,3,132.8959,55.2682,3
2012-06-05,Лесной пожар,3,132.4976,55.1147,5
2012-06-05,Лесной пожар,3,132.502,55.1043,5
2012-06-05,Лесной пожар,3,132.5505,55.0595,5
2012-06-05,Лесной пожар,3,132.6015,55.6252,2
2012-06-05,Лесной пожар,3,132.8977,55.9301,2
2012-06-05,Лесной пожар,3,129.9414,56.0864,3
2012-06-05,Лесной пожар,3,128.6747,55.9117,3
2012-06-05,Природный пожар,4,129.1464,55.5764,5
2012-06-05,Лесной пожар,3,129.7123,55.4758,3
2012-06-05,Лесной пожар,3,129.6352,55.3965,5
2012-06-05,Лесной пожар,3,129.2949,55.218,4
2012-06-05,Лесной пожар,3,130.4205,54.207,5
2012-06-05,Лесной пожар,3,131.2751,54.465,3
2012-06-05,Лесной пожар,3,133.008,54.0401,4
2012-06-05,Лесной пожар,3,128.5516,54.7741,2
2012-06-05,Лесной пожар,3,126.8412,55.1492,3
2012-06-05,Лесной пожар,3,126.5354,55.5957,2
2012-06-05,Лесной пожар,3,126.7916,55.662,2
2012-06-05,Лесной пожар,3,127.0461,55.5997,3
2012-06-05,Лесной пожар,3,125.4535,55.7723,2
2012-06-05,Лесной пожар,3,122.7501,55.3887,3
2012-06-05,Лесной пожар,3,122.0323,55.2316,2
2012-06-05,Лесной пожар,3,122.7274,54.9376,4
2012-06-05,Лесной пожар,3,122.6778,54.9689,2
2012-06-05,Лесной пожар,3,123.2094,54.8986,5
2012-06-05,Лесной пожар,3,123.7855,55.0818,3
2012-06-05,Лесной пожар,3,124.3032,55.0682,3
2012-06-05,Лесной пожар,3,125.1015,54.6256,2
2012-06-05,Лесной пожар,3,126.3231,54.3066,3
2012-06-05,Лесной пожар,3,126.3121,54.2826,2
2012-06-05,Лесной пожар,3,127.4807,54.231,3
2012-06-05,Лесной пожар,3,125.4248,53.4508,1
2012-06-05,Лесной пожар,3,124.8671,53.1497,2
2012-06-05,Лесной пожар,3,123.2006,54.6297,1
2012-06-05,Лесной пожар,3,87.933,53.6517,3
2012-06-05,Природный пожар,4,73.579,61.0762,2
2012-06-05,Лесной пожар,3,74.2323,61.1603,2
2012-06-05,Лесной пожар,3,74.1178,61.0738,1
2012-06-05,Лесной пожар,3,73.567,61.0842,3
2012-06-05,Лесной пожар,3,76.7254,58.7492,2
2012-06-05,Лесной пожар,3,58.3391,58.3959,3
2012-06-06,Лесной пожар,3,135.4843,57.3648,1
2012-06-06,Лесной пожар,3,137.8575,56.9573,5
2012-06-06,Природный пожар,4,139.8342,52.6208,5
2012-06-06,Природный пожар,4,139.7418,52.5699,3
2012-06-06,Лесной пожар,3,137.971,52.5685,2
2012-06-06,Лесной пожар,3,135.7296,52.0563,4
2012-06-06,Лесной пожар,3,143.5266,50.2682,2
2012-06-06,Лесной пожар,3,122.1668,64.1953,3
2012-06-06,Лесной пожар,3,120.8108,63.2417,5
2012-06-06,Лесной пожар,3,134.0517,58.7175,2
2012-06-06,Лесной пожар,3,135.7901,59.0407,3
2012-06-06,Лесной пожар,3,135.5025,57.3581,3
2012-06-06,Лесной пожар,3,135.9031,57.3032,3
2012-06-06,Лесной пожар,3,137.3577,57.0048,2
2012-06-06,Лесной пожар,3,140.6136,58.5972,2
2012-06-06,Лесной пожар,3,134.9334,54.8883,3
2012-06-06,Лесной пожар,3,135.7299,52.0526,4
2012-06-06,Лесной пожар,3,137.9457,52.568,2
2012-06-06,Лесной пожар,3,138.1797,52.63,3
2012-06-06,Лесной пожар,3,139.7435,52.5643,2
2012-06-06,Лесной пожар,3,139.837,52.6207,3
2012-06-06,Природный пожар,4,121.462,55.0333,3
2012-06-06,Природный пожар,4,133.3822,66.4458,2
2012-06-06,Природный пожар,4,141.0709,58.9359,1
2012-06-06,Природный пожар,4,135.466,57.356,2
2012-06-06,Природный пожар,4,135.882,57.3056,4
2012-06-06,Природный пожар,4,137.3558,57.0085,3
2012-06-06,Природный пожар,4,133.7377,55.2204,3
2012-06-06,Природный пожар,4,134.9311,54.8977,3
2012-06-06,Природный пожар,4,135.2117,54.2222,2
2012-06-06,Природный пожар,4,135.7218,52.0518,5
2012-06-06,Природный пожар,4,135.158,51.3605,3
2012-06-06,Природный пожар,4,137.9319,52.5667,2
2012-06-06,Лесной пожар,3,139.7406,52.5612,5
2012-06-06,Лесной пожар,3,139.8308,52.6187,3
2012-06-06,Природный пожар,4,140.5076,52.9121,5
2012-06-06,Лесной пожар,3,143.5199,50.2693,5
2012-06-06,Лесной пожар,3,158.4979,53.1707,5
2012-06-06,Лесной пожар,3,134.0404,58.7129,2
2012-06-06,Лесной пожар,3,104.013,57.1426,3
2012-06-06,Лесной пожар,3,103.0515,57.3245,3
2012-06-06,Лесной пожар,3,101.7221,57.8468,5
2012-06-06,Природный пожар,4,101.2078,57.119,3
2012-06-06,Природный пожар,4,96.7058,57.9172,2
2012-06-06,Лесной пожар,3,95.4765,57.4938,3
2012-06-06,Лесной пожар,3,95.3671,57.4459,5
2012-06-06,Природный пожар,4,95.1497,58.8571,3
2012-06-06,Лесной пожар,3,91.0877,51.6242,2
2012-06-06,Лесной пожар,3,122.1513,64.1976,3
2012-06-06,Лесной пожар,3,120.8055,63.2329,3
2012-06-06,Лесной пожар,3,120.6672,63.2173,3
2012-06-06,Лесной пожар,3,134.8079,58.6083,5
2012-06-06,Лесной пожар,3,134.9366,54.8883,5
2012-06-06,Лесной пожар,3,134.6847,54.7116,2
2012-06-06,Лесной пожар,3,131.9408,54.11,3
2012-06-06,Лесной пожар,3,131.2558,54.4564,2
2012-06-06,Природный пожар,4,124.2806,53.7943,3
2012-06-06,Природный пожар,4,126.2901,54.2816,1
2012-06-06,Природный пожар,4,124.7583,54.8085,3
2012-06-06,Природный пожар,4,124.554,55.0674,3
2012-06-06,Природный пожар,4,124.3452,55.0789,2
2012-06-06,Природный пожар,4,124.3234,55.0951,2
2012-06-06,Природный пожар,4,123.9451,54.8798,3
2012-06-06,Природный пожар,4,123.9141,54.8938,3
2012-06-06,Лесной пожар,3,123.23,54.8908,2
2012-06-06,Лесной пожар,3,123.1983,54.6286,5
2012-06-06,Лесной пожар,3,122.754,55.3812,4
2012-06-06,Лесной пожар,3,124.8978,55.4567,5
2012-06-06,Лесной пожар,3,125.3318,55.4757,1
2012-06-06,Лесной пожар,3,125.5053,55.4572,5
2012-06-06,Лесной пожар,3,125.4282,55.7529,2
2012-06-06,Лесной пожар,3,124.6245,55.8656,3
2012-06-06,Лесной пожар,3,124.6142,55.8927,5
2012-06-06,Лесной пожар,3,123.7744,56.3605,3
2012-06-06,Лесной пожар,3,123.8745,57.2621,2
2012-06-06,Торфяной пожар,2,123.8694,57.2759,5
2012-06-06,Торфяной пожар,2,125.0696,57.3955,3
2012-06-06,Лесной пожар,3,128.7177,56.7748,4
2012-06-06,Лесной пожар,3,130.3732,56.8172,2
