количество детей,возраст,образование,education_id,семейный статус,family_status_id,пол,род деятельности,уровень дохода,цель кредита,просрочки
0,66,среднее,1,женат / замужем,0,M,пенсионер,55596,покупка жилья,0
1,53,высшее,0,гражданский брак,1,F,компаньон,70829,на проведение свадьбы,0
0,66,среднее,1,женат / замужем,0,F,пенсионер,137127,покупка своего жилья,0
0,54,среднее,1,женат / замужем,0,M,сотрудник,161380,сделка с подержанным автомобилем,0
0,44,среднее,1,женат / замужем,0,F,сотрудник,109245,покупка жилья,0
0,41,среднее,1,женат / замужем,0,M,сотрудник,164740,строительство собственной недвижимости,0
2,51,среднее,1,гражданский брак,1,M,сотрудник,293606,свадьба,0
0,27,высшее,0,Не женат / не замужем,4,F,компаньон,154429,покупка своего жилья,0
0,52,высшее,0,женат / замужем,0,M,компаньон,256856,покупка недвижимости,0
0,61,высшее,0,в разводе,3,F,пенсионер,142547,строительство недвижимости,0
1,64,среднее,1,вдовец / вдова,2,F,пенсионер,101473,покупка жилья для семьи,0
0,44,среднее,1,в разводе,3,F,госслужащий,251523,покупка жилья для семьи,1
0,33,высшее,0,женат / замужем,0,F,сотрудник,368089,автомобили,0
0,63,среднее,1,женат / замужем,0,F,пенсионер,258911,получение высшего образования,0
2,36,среднее,1,гражданский брак,1,F,сотрудник,91245,сыграть свадьбу,0
0,48,высшее,0,женат / замужем,0,F,госслужащий,157726,на покупку подержанного автомобиля,0
0,32,среднее,1,Не женат / не замужем,4,M,сотрудник,154113,строительство недвижимости,0
1,44,среднее,1,гражданский брак,1,M,сотрудник,111338,на проведение свадьбы,0
1,33,высшее,0,женат / замужем,0,M,сотрудник,179378,покупка жилья,0
0,48,высшее,0,гражданский брак,1,M,сотрудник,179152,на проведение свадьбы,0
1,41,среднее,1,гражданский брак,1,F,сотрудник,158048,покупка жилой недвижимости,0
0,62,высшее,0,женат / замужем,0,F,пенсионер,161306,автомобиль,0
2,33,среднее,1,женат / замужем,0,M,сотрудник,101296,жилье,0
0,58,среднее,1,Не женат / не замужем,4,F,пенсионер,112209,высшее образование,0
0,46,среднее,1,женат / замужем,0,F,сотрудник,300767,операции с недвижимостью,0
1,41,высшее,0,женат / замужем,0,M,сотрудник,161380,строительство собственной недвижимости,0
0,58,среднее,1,гражданский брак,1,F,пенсионер,59178,на проведение свадьбы,0
2,28,среднее,1,женат / замужем,0,M,госслужащий,156309,строительство недвижимости,0
0,54,среднее,1,женат / замужем,0,F,пенсионер,87767,покупка жилья для семьи,0
1,37,среднее,1,в разводе,3,F,компаньон,259269,недвижимость,0
0,44,начальное,3,гражданский брак,1,F,сотрудник,89987,сыграть свадьбу,0
2,43,среднее,1,женат / замужем,0,F,компаньон,96994,на покупку своего автомобиля,0
0,52,среднее,1,женат / замужем,0,M,сотрудник,260691,операции с коммерческой недвижимостью,1
2,31,высшее,0,женат / замужем,0,F,сотрудник,76057,покупка жилой недвижимости,0
1,46,среднее,1,женат / замужем,0,F,сотрудник,342428,дополнительное образование,0
0,37,среднее,1,женат / замужем,0,M,сотрудник,281629,получение высшего образования,0
1,28,высшее,0,женат / замужем,0,F,госслужащий,170898,автомобили,0
0,57,высшее,0,женат / замужем,0,F,пенсионер,139816,покупка жилья для сдачи,0
2,42,среднее,1,женат / замужем,0,F,сотрудник,97703,получение образования,0
2,40,высшее,0,вдовец / вдова,2,F,компаньон,144010,покупка жилой недвижимости,0
0,25,среднее,1,гражданский брак,1,F,сотрудник,80448,покупка жилья для сдачи,0
0,32,среднее,1,женат / замужем,0,M,компаньон,326890,покупка жилой недвижимости,0
1,38,среднее,1,женат / замужем,0,F,сотрудник,126136,строительство собственной недвижимости,0
2,35,среднее,1,женат / замужем,0,M,сотрудник,161380,операции с недвижимостью,0
0,54,среднее,1,в разводе,3,F,сотрудник,112653,покупка коммерческой недвижимости,0
1,59,среднее,1,женат / замужем,0,M,компаньон,202417,высшее образование,1
2,48,среднее,1,женат / замужем,0,M,сотрудник,159828,сделка с подержанным автомобилем,0
0,46,среднее,1,Не женат / не замужем,4,F,сотрудник,114407,свой автомобиль,0
0,21,неоконченное высшее,2,Не женат / не замужем,4,M,компаньон,202417,операции с недвижимостью,0
0,41,среднее,1,Не женат / не замужем,4,F,компаньон,136793,покупка коммерческой недвижимости,0
0,62,среднее,1,гражданский брак,1,F,пенсионер,174926,свадьба,0
1,46,среднее,1,Не женат / не замужем,4,M,сотрудник,332908,операции с коммерческой недвижимостью,0
0,39,среднее,1,вдовец / вдова,2,F,госслужащий,84431,операции с коммерческой недвижимостью,0
0,27,высшее,0,женат / замужем,0,M,компаньон,225930,получение высшего образования,0
2,27,среднее,1,женат / замужем,0,F,сотрудник,161380,покупка жилья для сдачи,0
2,50,среднее,1,женат / замужем,0,M,сотрудник,331384,ремонт жилью,0
1,39,среднее,1,Не женат / не замужем,4,F,сотрудник,270097,недвижимость,0
0,50,среднее,1,женат / замужем,0,M,сотрудник,353779,недвижимость,0
0,28,среднее,1,гражданский брак,1,F,сотрудник,124661,на проведение свадьбы,0
2,27,среднее,1,женат / замужем,0,M,сотрудник,299488,покупка жилья,0
0,47,высшее,0,женат / замужем,0,F,компаньон,277060,операции с недвижимостью,0
0,55,среднее,1,в разводе,3,F,пенсионер,92590,профильное образование,0
0,27,среднее,1,женат / замужем,0,F,сотрудник,114049,покупка жилья,0
0,44,среднее,1,гражданский брак,1,F,сотрудник,161380,покупка жилья,0
1,34,высшее,0,гражданский брак,1,F,компаньон,113728,на покупку автомобиля,0
2,56,среднее,1,женат / замужем,0,F,сотрудник,229518,получение образования,1
0,41,среднее,1,гражданский брак,1,F,сотрудник,161380,на проведение свадьбы,0
0,54,среднее,1,женат / замужем,0,F,сотрудник,128035,покупка жилья,0
0,65,высшее,0,Не женат / не замужем,4,F,компаньон,170084,покупка жилой недвижимости,0
2,33,высшее,0,женат / замужем,0,F,сотрудник,115817,строительство собственной недвижимости,0
0,55,высшее,0,вдовец / вдова,2,M,сотрудник,64086,на покупку автомобиля,1
0,60,среднее,1,женат / замужем,0,M,компаньон,202417,покупка своего жилья,0
0,43,среднее,1,женат / замужем,0,M,компаньон,124344,получение дополнительного образования,0
0,41,неоконченное высшее,2,женат / замужем,0,F,компаньон,165854,сделка с автомобилем,0
0,52,среднее,1,Не женат / не замужем,4,F,сотрудник,123405,автомобили,1
2,35,среднее,1,женат / замужем,0,F,сотрудник,251456,автомобиль,0
0,29,среднее,1,Не женат / не замужем,4,M,госслужащий,103530,операции с жильем,0
3,28,высшее,0,женат / замужем,0,F,сотрудник,175410,получение дополнительного образования,0
0,56,высшее,0,женат / замужем,0,M,пенсионер,140407,заняться образованием,0
0,41,неоконченное высшее,2,вдовец / вдова,2,F,сотрудник,97137,строительство недвижимости,0
1,32,высшее,0,Не женат / не замужем,4,M,сотрудник,385368,покупка жилья для сдачи,0
0,43,среднее,1,женат / замужем,0,F,сотрудник,188439,автомобиль,0
0,23,среднее,1,Не женат / не замужем,4,M,сотрудник,182013,получение высшего образования,0
0,49,среднее,1,Не женат / не замужем,4,F,сотрудник,161380,покупка жилья для сдачи,0
0,59,среднее,1,гражданский брак,1,F,пенсионер,195298,покупка жилой недвижимости,0
0,55,высшее,0,в разводе,3,F,госслужащий,150475,получение дополнительного образования,0
1,28,среднее,1,гражданский брак,1,F,сотрудник,174522,на проведение свадьбы,0
2,33,высшее,0,женат / замужем,0,F,компаньон,228080,недвижимость,0
0,63,среднее,1,гражданский брак,1,F,пенсионер,66808,сыграть свадьбу,0
0,50,среднее,1,гражданский брак,1,F,госслужащий,175789,на проведение свадьбы,0
0,60,среднее,1,гражданский брак,1,F,сотрудник,157631,профильное образование,1
1,25,высшее,0,Не женат / не замужем,4,F,компаньон,279562,операции с коммерческой недвижимостью,0
0,51,среднее,1,женат / замужем,0,F,пенсионер,74934,жилье,0
0,40,среднее,1,женат / замужем,0,M,сотрудник,228020,строительство недвижимости,0
0,26,среднее,1,гражданский брак,1,F,сотрудник,119226,свадьба,0
0,43,среднее,1,гражданский брак,1,M,сотрудник,189229,сыграть свадьбу,0
1,40,высшее,0,гражданский брак,1,F,компаньон,117329,свой автомобиль,0
0,21,неоконченное высшее,2,гражданский брак,1,F,сотрудник,197191,на проведение свадьбы,0
0,51,среднее,1,женат / замужем,0,F,сотрудник,125938,приобретение автомобиля,0
1,33,высшее,0,в разводе,3,F,сотрудник,219243,приобретение автомобиля,0
1,54,высшее,0,гражданский брак,1,M,компаньон,117453,строительство собственной недвижимости,0
0,33,среднее,1,женат / замужем,0,M,компаньон,203884,ремонт жилью,0
0,48,среднее,1,вдовец / вдова,2,F,сотрудник,108365,операции со своей недвижимостью,0
0,57,среднее,1,женат / замужем,0,F,пенсионер,118514,заняться высшим образованием,0
2,31,среднее,1,гражданский брак,1,M,сотрудник,405790,свадьба,0
1,30,высшее,0,в разводе,3,F,сотрудник,97260,покупка жилья для семьи,0
0,51,среднее,1,Не женат / не замужем,4,F,компаньон,414342,строительство собственной недвижимости,0
3,39,высшее,0,в разводе,3,M,компаньон,148658,покупка жилья для семьи,0
1,31,среднее,1,гражданский брак,1,F,сотрудник,227851,автомобиль,0
0,42,среднее,1,женат / замужем,0,M,сотрудник,161380,сделка с автомобилем,0
0,45,высшее,0,женат / замужем,0,F,сотрудник,142720,покупка недвижимости,0
1,33,высшее,0,женат / замужем,0,F,сотрудник,107803,покупка жилья для семьи,0
0,55,среднее,1,женат / замужем,0,F,госслужащий,84116,профильное образование,0
0,48,среднее,1,Не женат / не замужем,4,F,сотрудник,123051,покупка коммерческой недвижимости,0
0,48,среднее,1,женат / замужем,0,F,сотрудник,190676,покупка своего жилья,0
0,57,высшее,0,женат / замужем,0,F,пенсионер,149986,строительство недвижимости,0
0,62,среднее,1,вдовец / вдова,2,F,пенсионер,87476,недвижимость,0
1,42,среднее,1,женат / замужем,0,M,сотрудник,203230,сделка с автомобилем,0
0,33,среднее,1,женат / замужем,0,F,компаньон,132059,операции со своей недвижимостью,0
2,39,среднее,1,гражданский брак,1,F,сотрудник,99918,свадьба,1
0,54,среднее,1,вдовец / вдова,2,F,пенсионер,146645,свой автомобиль,0
1,38,среднее,1,женат / замужем,0,M,компаньон,507130,приобретение автомобиля,0
0,49,среднее,1,гражданский брак,1,M,пенсионер,681300,на проведение свадьбы,0
1,59,среднее,1,гражданский брак,1,F,пенсионер,154857,на проведение свадьбы,0
0,37,среднее,1,Не женат / не замужем,4,M,сотрудник,129668,строительство собственной недвижимости,0
2,35,среднее,1,женат / замужем,0,F,компаньон,106840,сделка с подержанным автомобилем,1
0,58,среднее,1,женат / замужем,0,M,пенсионер,137127,дополнительное образование,0
2,45,среднее,1,гражданский брак,1,F,компаньон,493083,покупка своего жилья,0
0,38,среднее,1,женат / замужем,0,M,сотрудник,219014,заняться высшим образованием,1
0,23,высшее,0,Не женат / не замужем,4,F,сотрудник,126467,высшее образование,0
1,34,среднее,1,гражданский брак,1,M,сотрудник,161380,сыграть свадьбу,0
1,34,среднее,1,женат / замужем,0,F,сотрудник,108425,покупка жилой недвижимости,0
1,24,среднее,1,женат / замужем,0,M,компаньон,181872,операции с жильем,0
2,41,среднее,1,гражданский брак,1,M,сотрудник,99847,свой автомобиль,0
1,27,среднее,1,гражданский брак,1,F,сотрудник,229051,высшее образование,0
0,60,среднее,1,вдовец / вдова,2,F,пенсионер,104292,сделка с подержанным автомобилем,0
0,27,среднее,1,гражданский брак,1,M,компаньон,116450,свадьба,0
1,42,среднее,1,Не женат / не замужем,4,M,сотрудник,166158,свой автомобиль,1
0,59,среднее,1,гражданский брак,1,F,пенсионер,136098,свадьба,0
1,46,среднее,1,в разводе,3,F,сотрудник,146969,на покупку своего автомобиля,0
0,24,среднее,1,женат / замужем,0,M,госслужащий,91248,ремонт жилью,0
0,38,среднее,1,женат / замужем,0,F,сотрудник,59926,покупка жилья для сдачи,0
0,31,среднее,1,женат / замужем,0,F,сотрудник,172396,на покупку подержанного автомобиля,0
0,28,среднее,1,женат / замужем,0,F,сотрудник,78457,свой автомобиль,0
1,35,среднее,1,женат / замужем,0,F,сотрудник,116009,жилье,0
0,31,высшее,0,гражданский брак,1,F,компаньон,201660,на проведение свадьбы,0
0,64,среднее,1,женат / замужем,0,F,пенсионер,157590,на покупку автомобиля,0
0,33,среднее,1,Не женат / не замужем,4,F,сотрудник,317427,жилье,0
0,64,среднее,1,вдовец / вдова,2,F,пенсионер,72777,приобретение автомобиля,0
0,51,среднее,1,женат / замужем,0,F,сотрудник,121513,сделка с автомобилем,0
0,60,среднее,1,Не женат / не замужем,4,F,пенсионер,100180,покупка своего жилья,0
1,36,высшее,0,женат / замужем,0,F,сотрудник,203866,дополнительное образование,0
0,56,среднее,1,женат / замужем,0,F,госслужащий,223722,автомобиль,0
0,55,среднее,1,гражданский брак,1,F,сотрудник,126011,на проведение свадьбы,0
0,57,среднее,1,гражданский брак,1,F,госслужащий,153017,ремонт жилью,0
1,39,среднее,1,женат / замужем,0,M,сотрудник,330781,покупка жилья для семьи,0
2,24,среднее,1,гражданский брак,1,F,сотрудник,145023,сыграть свадьбу,0
2,42,среднее,1,женат / замужем,0,F,пенсионер,137127,заняться образованием,0
0,28,среднее,1,Не женат / не замужем,4,F,компаньон,66197,операции с коммерческой недвижимостью,0
0,48,высшее,0,женат / замужем,0,F,госслужащий,357757,операции с коммерческой недвижимостью,0
0,54,среднее,1,женат / замужем,0,F,пенсионер,145099,операции с коммерческой недвижимостью,0
2,36,среднее,1,женат / замужем,0,M,компаньон,255746,жилье,0
0,45,среднее,1,женат / замужем,0,F,госслужащий,160241,покупка недвижимости,0
0,39,высшее,0,гражданский брак,1,F,компаньон,297619,автомобили,0
0,26,среднее,1,женат / замужем,0,M,сотрудник,54843,операции с недвижимостью,0
0,51,среднее,1,в разводе,3,F,сотрудник,219672,покупка своего жилья,0
1,45,высшее,0,Не женат / не замужем,4,F,компаньон,120609,сделка с подержанным автомобилем,0
0,39,среднее,1,женат / замужем,0,F,компаньон,159433,строительство жилой недвижимости,0
1,41,высшее,0,женат / замужем,0,M,компаньон,125377,сделка с подержанным автомобилем,1
0,29,высшее,0,женат / замужем,0,M,компаньон,272676,недвижимость,0
1,34,среднее,1,гражданский брак,1,M,сотрудник,100167,получение дополнительного образования,0
0,57,среднее,1,женат / замужем,0,F,компаньон,101685,покупка жилья для семьи,0
0,30,высшее,0,Не женат / не замужем,4,F,компаньон,78704,покупка коммерческой недвижимости,0
0,55,среднее,1,гражданский брак,1,M,пенсионер,29749,на проведение свадьбы,0
0,54,среднее,1,гражданский брак,1,F,компаньон,119671,строительство недвижимости,0
2,33,среднее,1,женат / замужем,0,M,сотрудник,246755,операции со своей недвижимостью,0
0,42,среднее,1,в разводе,3,F,компаньон,181913,покупка своего жилья,0
0,38,высшее,0,женат / замужем,0,F,госслужащий,129585,дополнительное образование,0
0,37,среднее,1,женат / замужем,0,F,сотрудник,69872,приобретение автомобиля,0
1,57,среднее,1,женат / замужем,0,F,пенсионер,156427,операции с недвижимостью,0
0,61,среднее,1,женат / замужем,0,F,пенсионер,137127,операции с недвижимостью,0
1,41,среднее,1,гражданский брак,1,M,компаньон,119090,свадьба,0
0,61,высшее,0,женат / замужем,0,F,пенсионер,128936,строительство собственной недвижимости,0
0,60,среднее,1,вдовец / вдова,2,F,пенсионер,114655,строительство недвижимости,0
2,39,среднее,1,женат / замужем,0,F,сотрудник,115312,операции с коммерческой недвижимостью,1
3,32,высшее,0,женат / замужем,0,M,госслужащий,219311,строительство жилой недвижимости,0
0,62,среднее,1,гражданский брак,1,F,пенсионер,200449,получение высшего образования,0
0,41,среднее,1,женат / замужем,0,F,сотрудник,114943,покупка жилья для семьи,0
0,47,среднее,1,в разводе,3,F,сотрудник,141684,на покупку подержанного автомобиля,0
1,48,высшее,0,гражданский брак,1,F,компаньон,173040,на проведение свадьбы,1
0,49,неоконченное высшее,2,женат / замужем,0,F,госслужащий,166172,покупка жилья для семьи,0
1,43,среднее,1,в разводе,3,F,сотрудник,161380,профильное образование,0
0,49,среднее,1,женат / замужем,0,F,сотрудник,201270,строительство собственной недвижимости,0
0,61,высшее,0,в разводе,3,F,компаньон,197783,операции с жильем,0
0,24,высшее,0,Не женат / не замужем,4,M,сотрудник,192149,операции с коммерческой недвижимостью,0
2,41,высшее,0,женат / замужем,0,F,сотрудник,65684,строительство недвижимости,0
1,24,среднее,1,женат / замужем,0,M,сотрудник,123730,заняться образованием,0
0,56,высшее,0,вдовец / вдова,2,F,пенсионер,172117,на покупку подержанного автомобиля,0
0,25,высшее,0,Не женат / не замужем,4,F,компаньон,168534,покупка жилья для семьи,0
1,49,высшее,0,Не женат / не замужем,4,F,сотрудник,245867,покупка жилой недвижимости,0
0,54,высшее,0,Не женат / не замужем,4,F,госслужащий,170898,недвижимость,0
0,54,среднее,1,Не женат / не замужем,4,F,пенсионер,137127,недвижимость,0
0,39,среднее,1,женат / замужем,0,M,сотрудник,104296,профильное образование,0
0,59,среднее,1,гражданский брак,1,F,госслужащий,165514,сыграть свадьбу,0
1,40,начальное,3,женат / замужем,0,F,сотрудник,131629,операции с жильем,1
0,49,среднее,1,женат / замужем,0,F,сотрудник,113239,строительство собственной недвижимости,0
0,53,среднее,1,вдовец / вдова,2,M,сотрудник,123478,покупка коммерческой недвижимости,0
1,29,неоконченное высшее,2,женат / замужем,0,F,сотрудник,125786,покупка недвижимости,0
0,49,среднее,1,Не женат / не замужем,4,F,сотрудник,99789,сделка с автомобилем,0
2,33,среднее,1,женат / замужем,0,M,сотрудник,132103,свой автомобиль,1
2,34,среднее,1,женат / замужем,0,F,сотрудник,90998,операции со своей недвижимостью,0
1,38,высшее,0,женат / замужем,0,M,сотрудник,97529,покупка жилья для семьи,0
0,43,среднее,1,женат / замужем,0,F,сотрудник,177699,строительство недвижимости,0
2,29,среднее,1,гражданский брак,1,M,госслужащий,287202,сыграть свадьбу,0
0,57,среднее,1,женат / замужем,0,F,компаньон,233376,заняться высшим образованием,0
0,42,среднее,1,женат / замужем,0,M,сотрудник,133090,сделка с автомобилем,0
0,54,среднее,1,вдовец / вдова,2,F,сотрудник,138940,строительство собственной недвижимости,0
0,29,высшее,0,женат / замужем,0,F,сотрудник,161380,жилье,0
2,32,среднее,1,женат / замужем,0,F,сотрудник,161380,строительство собственной недвижимости,0
1,31,высшее,0,женат / замужем,0,F,сотрудник,93005,высшее образование,0
1,36,среднее,1,в разводе,3,F,сотрудник,119996,жилье,0
1,40,среднее,1,женат / замужем,0,M,компаньон,336671,автомобиль,0
0,27,высшее,0,Не женат / не замужем,4,F,сотрудник,108116,покупка жилой недвижимости,0
0,41,среднее,1,гражданский брак,1,F,сотрудник,267235,сыграть свадьбу,0
1,30,высшее,0,гражданский брак,1,F,компаньон,116379,строительство жилой недвижимости,0
0,68,среднее,1,вдовец / вдова,2,F,пенсионер,165914,операции с жильем,1
0,57,среднее,1,женат / замужем,0,F,пенсионер,137127,операции с недвижимостью,0
1,30,среднее,1,Не женат / не замужем,4,F,сотрудник,97484,покупка жилья для семьи,0
0,72,среднее,1,гражданский брак,1,M,пенсионер,108512,сыграть свадьбу,0
0,42,среднее,1,женат / замужем,0,M,сотрудник,135588,покупка коммерческой недвижимости,1
0,27,среднее,1,гражданский брак,1,M,сотрудник,64334,на покупку подержанного автомобиля,0
0,22,среднее,1,Не женат / не замужем,4,F,пенсионер,89368,получение высшего образования,0
1,30,среднее,1,женат / замужем,0,F,госслужащий,115384,жилье,0
1,30,среднее,1,женат / замужем,0,M,сотрудник,131263,покупка своего жилья,0
1,35,среднее,1,женат / замужем,0,F,сотрудник,46145,на покупку подержанного автомобиля,0
0,66,среднее,1,вдовец / вдова,2,F,пенсионер,126538,покупка жилья,0
0,54,среднее,1,гражданский брак,1,M,сотрудник,161380,свадьба,0
0,27,высшее,0,Не женат / не замужем,4,F,сотрудник,184398,операции с коммерческой недвижимостью,1
0,43,высшее,0,в разводе,3,F,сотрудник,161380,получение высшего образования,0
0,29,высшее,0,женат / замужем,0,F,компаньон,218752,покупка своего жилья,0
0,46,высшее,0,женат / замужем,0,M,пенсионер,637046,строительство жилой недвижимости,0
1,46,среднее,1,женат / замужем,0,M,сотрудник,258499,на покупку автомобиля,0
0,61,среднее,1,женат / замужем,0,F,пенсионер,162019,получение образования,0
0,23,высшее,0,Не женат / не замужем,4,M,сотрудник,63630,операции с недвижимостью,0
0,59,среднее,1,Не женат / не замужем,4,F,сотрудник,153338,дополнительное образование,0
0,57,высшее,0,вдовец / вдова,2,F,пенсионер,174630,покупка недвижимости,0
1,35,высшее,0,женат / замужем,0,M,компаньон,202417,профильное образование,0
2,45,высшее,0,в разводе,3,F,госслужащий,89508,покупка жилья,0
0,32,высшее,0,гражданский брак,1,M,компаньон,155569,покупка жилья для сдачи,0
0,37,высшее,0,женат / замужем,0,M,сотрудник,237638,покупка жилья,0
0,33,среднее,1,Не женат / не замужем,4,M,сотрудник,172572,на покупку автомобиля,0
2,35,среднее,1,женат / замужем,0,F,компаньон,155313,операции с недвижимостью,0
0,36,среднее,1,гражданский брак,1,M,компаньон,347874,свадьба,0
1,48,среднее,1,гражданский брак,1,F,сотрудник,224453,на проведение свадьбы,0
1,33,среднее,1,женат / замужем,0,F,сотрудник,144101,строительство собственной недвижимости,0
2,37,среднее,1,женат / замужем,0,M,госслужащий,68566,покупка своего жилья,0
0,28,высшее,0,Не женат / не замужем,4,M,сотрудник,204709,ремонт жилью,0
0,31,среднее,1,в разводе,3,F,госслужащий,242231,операции с жильем,0
0,41,среднее,1,Не женат / не замужем,4,F,компаньон,255306,заняться образованием,0
0,53,среднее,1,Не женат / не замужем,4,M,сотрудник,130395,строительство собственной недвижимости,0
0,62,среднее,1,женат / замужем,0,F,пенсионер,55370,операции со своей недвижимостью,0
2,36,среднее,1,женат / замужем,0,M,сотрудник,161380,операции с недвижимостью,0
0,48,среднее,1,гражданский брак,1,F,сотрудник,183958,сыграть свадьбу,0
0,31,высшее,0,женат / замужем,0,M,сотрудник,160325,приобретение автомобиля,0
1,29,среднее,1,гражданский брак,1,F,госслужащий,111746,операции с коммерческой недвижимостью,0
0,40,среднее,1,Не женат / не замужем,4,F,сотрудник,60914,жилье,0
0,20,среднее,1,Не женат / не замужем,4,M,сотрудник,92387,жилье,0
0,71,среднее,1,вдовец / вдова,2,F,пенсионер,112323,заняться высшим образованием,0
1,54,среднее,1,женат / замужем,0,F,сотрудник,109841,покупка жилья,0
0,51,среднее,1,женат / замужем,0,F,госслужащий,99292,покупка коммерческой недвижимости,0
1,43,среднее,1,Не женат / не замужем,4,M,компаньон,107015,ремонт жилью,0
0,53,среднее,1,женат / замужем,0,F,компаньон,124517,свой автомобиль,1
0,53,среднее,1,женат / замужем,0,F,сотрудник,133877,покупка своего жилья,0
2,27,среднее,1,женат / замужем,0,M,сотрудник,195484,покупка коммерческой недвижимости,0
1,35,высшее,0,гражданский брак,1,F,сотрудник,70677,свадьба,0
0,35,среднее,1,Не женат / не замужем,4,M,сотрудник,89511,операции с недвижимостью,0
0,47,среднее,1,женат / замужем,0,F,госслужащий,70937,операции с коммерческой недвижимостью,1
0,61,начальное,3,вдовец / вдова,2,F,пенсионер,60064,строительство собственной недвижимости,0
0,53,среднее,1,в разводе,3,F,сотрудник,161380,ремонт жилью,0
0,58,среднее,1,женат / замужем,0,F,сотрудник,175084,строительство собственной недвижимости,0
1,49,среднее,1,женат / замужем,0,F,компаньон,92336,на покупку своего автомобиля,0
2,39,среднее,1,женат / замужем,0,M,компаньон,129511,покупка коммерческой недвижимости,0
0,53,среднее,1,женат / замужем,0,F,сотрудник,80345,строительство собственной недвижимости,0
0,49,среднее,1,в разводе,3,F,сотрудник,61352,операции со своей недвижимостью,0
0,58,среднее,1,вдовец / вдова,2,F,сотрудник,187662,ремонт жилью,0
0,50,среднее,1,гражданский брак,1,F,сотрудник,62586,сделка с подержанным автомобилем,0
0,48,среднее,1,женат / замужем,0,M,сотрудник,218422,покупка жилья для сдачи,0
0,42,среднее,1,гражданский брак,1,F,госслужащий,172907,на проведение свадьбы,0
0,61,среднее,1,гражданский брак,1,F,пенсионер,80833,сыграть свадьбу,0
0,34,среднее,1,вдовец / вдова,2,F,сотрудник,241399,свой автомобиль,0
0,27,среднее,1,Не женат / не замужем,4,M,компаньон,158992,получение дополнительного образования,0
0,36,неоконченное высшее,2,женат / замужем,0,F,госслужащий,331926,покупка своего жилья,0
1,70,начальное,3,гражданский брак,1,F,сотрудник,161380,операции с коммерческой недвижимостью,0
0,52,высшее,0,женат / замужем,0,F,компаньон,372111,покупка своего жилья,0
0,51,среднее,1,женат / замужем,0,F,сотрудник,207091,заняться высшим образованием,0
0,60,среднее,1,женат / замужем,0,F,пенсионер,58454,покупка жилья,0
0,51,среднее,1,гражданский брак,1,F,сотрудник,186096,сыграть свадьбу,0
0,50,высшее,0,женат / замужем,0,F,госслужащий,114737,операции с недвижимостью,0
0,66,среднее,1,женат / замужем,0,F,пенсионер,138365,образование,0
1,54,среднее,1,гражданский брак,1,M,сотрудник,114522,жилье,0
1,27,среднее,1,в разводе,3,F,компаньон,155001,высшее образование,0
0,35,среднее,1,Не женат / не замужем,4,F,сотрудник,216861,сделка с автомобилем,0
1,29,среднее,1,женат / замужем,0,F,компаньон,202417,получение образования,0
0,52,среднее,1,женат / замужем,0,M,пенсионер,203943,строительство жилой недвижимости,0
0,48,высшее,0,женат / замужем,0,F,компаньон,119610,операции с коммерческой недвижимостью,0
0,31,неоконченное высшее,2,женат / замужем,0,M,компаньон,177383,операции с недвижимостью,0
0,54,среднее,1,Не женат / не замужем,4,M,сотрудник,71590,операции с коммерческой недвижимостью,0
2,38,среднее,1,женат / замужем,0,F,компаньон,74628,ремонт жилью,0
0,67,среднее,1,в разводе,3,M,сотрудник,296290,строительство собственной недвижимости,0
1,25,среднее,1,Не женат / не замужем,4,F,сотрудник,109086,автомобиль,0
0,25,среднее,1,женат / замужем,0,M,компаньон,143189,строительство собственной недвижимости,0
0,57,высшее,0,женат / замужем,0,F,компаньон,132399,операции с недвижимостью,0
0,38,среднее,1,женат / замужем,0,M,сотрудник,159236,покупка жилья,0
0,62,среднее,1,женат / замужем,0,M,компаньон,230102,недвижимость,0
1,21,среднее,1,гражданский брак,1,F,сотрудник,161380,свадьба,0
1,62,высшее,0,вдовец / вдова,2,F,пенсионер,152775,покупка жилья,0
0,49,среднее,1,гражданский брак,1,F,сотрудник,131592,сыграть свадьбу,0
0,40,среднее,1,гражданский брак,1,F,сотрудник,133196,свадьба,0
0,57,среднее,1,гражданский брак,1,F,пенсионер,37369,дополнительное образование,0
1,59,среднее,1,женат / замужем,0,F,пенсионер,112960,операции со своей недвижимостью,0
0,27,высшее,0,гражданский брак,1,M,госслужащий,141925,свадьба,0
0,58,среднее,1,женат / замужем,0,M,сотрудник,119072,профильное образование,0
1,41,среднее,1,женат / замужем,0,F,госслужащий,137233,недвижимость,0
0,55,среднее,1,женат / замужем,0,M,сотрудник,87830,автомобили,0
1,42,начальное,3,женат / замужем,0,F,сотрудник,78870,на покупку подержанного автомобиля,0
0,32,высшее,0,женат / замужем,0,M,сотрудник,173108,на покупку автомобиля,0
0,47,высшее,0,женат / замужем,0,M,компаньон,279372,операции с жильем,0
1,35,среднее,1,женат / замужем,0,F,сотрудник,161380,ремонт жилью,0
0,45,среднее,1,женат / замужем,0,M,сотрудник,96957,недвижимость,0
0,59,среднее,1,вдовец / вдова,2,F,пенсионер,137127,на покупку автомобиля,0
1,66,среднее,1,женат / замужем,0,F,пенсионер,37767,свой автомобиль,0
0,39,неоконченное высшее,2,гражданский брак,1,F,компаньон,149803,покупка жилья для сдачи,0
2,40,среднее,1,женат / замужем,0,F,сотрудник,287397,покупка недвижимости,0
