фотки,площадь_квартиры,дата_публикаци,комнаты,потолки,этажность,жил_площадь,этаж,апартаменты,студия,свободная_планировка,площадь_кухни,балконы,населенный_пункт,до_аэропорта,до_центра_города,парки,до_парка,водоемы,до_водоема,количество_дней_публикации,стоимость
17,40.0,2018-06-04,1,2.65,25,17.0,4,1,0,0,10.0,0,Санкт-Петербург,30073.0,10337.0,0,490.8307291666667,0,518.0439233817701,132,4490000.0
8,45.0,2017-09-12,1,2.65,22,27.66843252838562,3,1,0,0,9.1,0,Санкт-Петербург,35742.0,15032.0,0,490.8307291666667,0,518.0439233817701,172,5950000.0
6,35.29,2017-12-13,1,2.65,20,15.8,9,1,0,0,9.0,1,деревня Кудрово,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,41,3600000.0
14,130.5,2018-11-08,5,3.13,4,95.6,3,1,0,0,12.4,1,Санкт-Петербург,24288.0,2485.0,0,490.8307291666667,3,718.0,30,12530000.0
0,40.5,2016-09-24,1,2.65,5,20.0,3,1,0,0,11.0,1,Санкт-Петербург,38165.0,12030.0,1,199.0,1,148.0,449,5950000.0
19,50.6,2019-03-19,2,2.5,5,29.9,4,1,0,0,7.0,1,посёлок Молодёжное,84853.0,65952.0,0,490.8307291666667,0,518.0439233817701,95,3600000.0
13,51.4,2018-10-03,1,2.7,14,40.45636352889999,9,0,0,0,15.0,2,Санкт-Петербург,39173.0,12349.0,1,216.0,0,518.0439233817701,105,8700000.0
1,55.0,2016-06-29,3,2.5,9,42.0,4,0,0,0,7.0,1,Санкт-Петербург,43904.0,16407.0,0,490.8307291666667,0,518.0439233817701,233,5300000.0
3,53.02,2016-11-30,2,2.65,22,29.48,3,1,0,0,16.83,0,Санкт-Петербург,8426.0,12082.0,2,24.0,1,271.0,569,5350000.0
5,44.0,2019-01-10,1,3.2,6,23.0,6,1,0,0,11.0,0,Выборг,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,2700000.0
14,47.8,2018-09-27,1,2.7,9,22.7,6,1,0,0,9.8,0,деревня Старая,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,105,2500000.0
10,82.0,2016-03-30,3,2.65,11,46.6,10,1,0,0,12.7,0,Санкт-Петербург,22802.0,17372.0,0,490.8307291666667,1,876.0,127,7700000.0
18,51.0,2018-06-15,2,2.5,14,31.0,8,1,0,0,8.0,0,Санкт-Петербург,25430.0,11220.0,1,549.0,0,518.0439233817701,162,5300000.0
31,92.5,2017-12-07,3,2.65,25,51.4,22,1,0,0,15.0,1,Санкт-Петербург,30546.0,11209.0,1,433.0,1,700.0,47,11990000.0
14,42.0,2019-02-14,2,2.5,5,28.1,1,1,0,0,5.2,0,Санкт-Петербург,10840.0,12283.0,1,566.0,1,848.0,95,4450000.0
7,51.4,2018-11-23,3,3.1,7,34.2,3,1,0,0,8.6,0,Санкт-Петербург,25221.0,4069.0,0,490.8307291666667,2,653.0,95,7300000.0
15,84.5,2018-01-18,3,2.7,16,52.0,9,0,0,0,14.0,1,Санкт-Петербург,25974.0,14687.0,1,464.0,0,518.0439233817701,74,7490000.0
9,26.0,2019-04-02,1,2.65,24,20.0,8,0,0,0,9.1,2,Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,2950000.0
5,55.0,2016-01-23,2,2.65,18,27.89,8,1,0,0,11.34,1,поселок Мурино,51553.0,21888.0,0,490.8307291666667,0,518.0439233817701,145,3750000.0
16,41.3,2018-10-27,3,2.7,5,26.5,2,1,0,0,5.2,0,Санкт-Петербург,11048.0,11296.0,0,490.8307291666667,1,505.0,29,3600000.0
2,35.49,2018-01-01,1,2.75,25,17.33,3,1,0,0,9.36,0,деревня Кудрово,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,22,3435000.0
3,40.5,2018-09-17,1,2.75,25,19.0,5,1,0,0,12.4,0,Санкт-Петербург,36772.0,11925.0,0,490.8307291666667,2,902.0,10,4400000.0
11,130.0,2017-09-18,4,3.11,6,71.14739793013445,5,1,0,0,9.1,0,Санкт-Петербург,25387.0,4235.0,0,490.8307291666667,1,643.0,384,15300000.0
5,58.0,2016-05-13,2,2.65,8,30.0,7,1,0,0,8.7,1,Всеволожск,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,43,4300000.0
12,38.0,2017-03-14,1,2.5,12,17.855803083546125,2,1,0,0,9.1,0,деревня Новое Девяткино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,315,2750000.0
12,45.0,2018-04-10,2,2.5,5,28.0,3,1,0,0,7.2,1,Санкт-Петербург,45344.0,17582.0,0,490.8307291666667,0,518.0439233817701,212,3800000.0
20,43.34,2019-04-01,1,2.76,17,18.88,9,1,0,0,11.7,2,Санкт-Петербург,39065.0,12241.0,1,192.0,0,518.0439233817701,21,7800000.0
20,36.0,2018-11-07,1,2.65,22,14.2,6,1,0,0,10.0,1,посёлок Парголово,52480.0,18657.0,0,490.8307291666667,0,518.0439233817701,6,4000000.0
8,40.8,2017-03-24,1,2.6,9,17.5,3,1,0,0,8.7,0,Санкт-Петербург,13557.0,12353.0,0,490.8307291666667,0,518.0439233817701,732,4350000.0
9,73.0,2015-12-07,4,2.56,9,49.0,8,1,0,0,6.3,0,Санкт-Петербург,33338.0,10894.0,2,614.0,0,518.0439233817701,213,5265000.0
9,41.5,2018-08-24,2,2.7,4,26.2,2,1,0,0,6.9,1,городской посёлок Мга,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,1600000.0
1,61.46,2018-09-05,2,2.75,9,37.4,1,1,0,0,8.5,0,Отрадное,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,3499000.0
11,45.0,2016-06-06,2,2.5,5,33.0,1,1,0,0,6.3,0,Санкт-Петербург,42179.0,11002.0,1,511.0,0,518.0439233817701,646,3200000.0
19,52.0,2017-10-10,2,2.55,16,30.0,9,1,0,0,10.0,0,Санкт-Петербург,13943.0,12739.0,0,490.8307291666667,0,518.0439233817701,231,4870000.0
8,61.0,2016-08-12,2,2.7,24,36.0,23,1,0,0,11.1,2,Санкт-Петербург,7083.0,13298.0,1,1069.0,0,518.0439233817701,294,6550000.0
11,48.0,2016-02-20,4,2.65,5,37.0,3,1,0,0,6.0,0,поселок городского типа имени Свердлова,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,249,2990000.0
9,89.9,2018-05-24,2,3.4,6,61.8,2,1,0,0,12.0,0,Санкт-Петербург,23915.0,4324.0,1,442.0,0,518.0439233817701,95,12000000.0
0,42.0,2019-03-26,2,2.65,5,27.0,3,1,0,0,6.0,0,посёлок Металлострой,26711.0,28423.0,0,490.8307291666667,0,518.0439233817701,95,3200000.0
20,184.7,2017-06-05,5,3.55,3,123.1,2,1,0,0,29.9,0,Санкт-Петербург,22417.0,1848.0,2,82.0,1,535.0,95,44000000.0
3,39.0,2017-04-03,1,2.6,13,17.0,2,1,0,0,12.2,0,Санкт-Петербург,35513.0,15519.0,0,490.8307291666667,1,992.0,386,4380000.0
5,40.83,2017-08-04,1,2.75,16,16.16,16,1,0,0,8.9,2,Санкт-Петербург,38900.0,12843.0,0,490.8307291666667,0,518.0439233817701,62,3970000.0
13,44.3,2016-04-18,2,2.65,5,28.0,1,1,0,0,5.6,0,Санкт-Петербург,17453.0,17360.0,0,490.8307291666667,1,930.0,61,3300000.0
13,35.8,2019-02-24,1,2.65,20,15.6,16,1,0,0,9.7,0,Санкт-Петербург,40858.0,9549.0,2,737.0,0,518.0439233817701,44,5550000.0
18,57.4,2018-03-23,2,2.65,16,28.88,6,1,0,0,13.0,0,деревня Кудрово,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,87,4750000.0
16,97.8,2017-07-17,3,3.7,7,57.8,6,1,0,0,10.5,1,Санкт-Петербург,24363.0,4931.0,3,173.0,0,518.0439233817701,391,11200000.0
16,55.5,2018-03-12,2,2.75,25,32.3,1,1,0,0,9.1,0,Санкт-Петербург,17676.0,14857.0,2,158.0,0,518.0439233817701,188,6497000.0
9,66.3,2017-04-24,3,2.5,9,44.9,4,1,0,0,8.7,0,Санкт-Петербург,10126.0,14491.0,0,490.8307291666667,1,872.0,359,5300000.0
20,75.0,2017-10-15,3,2.6,23,42.4,22,1,0,0,10.0,2,поселок Бугры,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,31,5400000.0
16,36.1,2016-02-14,1,2.65,17,18.0,5,1,0,0,8.7,0,Санкт-Петербург,33564.0,14616.0,0,490.8307291666667,1,859.0,229,4490000.0
7,81.0,2017-01-26,3,2.55,7,49.28,2,1,0,0,10.84,2,Санкт-Петербург,34163.0,11632.0,0,490.8307291666667,0,518.0439233817701,579,7500000.0
14,57.0,2018-09-25,2,3.0,4,37.0,2,1,0,0,7.0,0,Санкт-Петербург,16909.0,17235.0,0,490.8307291666667,0,518.0439233817701,95,5200000.0
20,45.2,2015-06-25,2,2.57,9,27.8,2,1,0,0,8.2,0,посёлок Шушары,18654.0,29846.0,0,490.8307291666667,0,518.0439233817701,1005,3499000.0
0,55.0,2016-04-14,2,2.65,5,35.0,3,1,0,0,9.0,1,Санкт-Петербург,24431.0,4683.0,0,490.8307291666667,0,518.0439233817701,459,6000000.0
10,35.4,2018-09-11,1,2.65,15,14.58,11,1,0,0,11.16,0,посёлок Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,28,3300000.0
10,46.6,2018-12-10,2,2.6,5,29.2,3,1,0,0,5.3,0,Приозерск,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,80,1430000.0
8,66.0,2018-08-30,2,2.75,9,32.8,5,1,0,0,12.8,0,Санкт-Петербург,32863.0,4964.0,1,681.0,0,518.0439233817701,21,8500000.0
6,40.0,2018-05-18,1,2.65,22,19.0,8,1,0,0,13.0,0,Санкт-Петербург,34014.0,15178.0,0,490.8307291666667,0,518.0439233817701,194,3750000.0
8,165.7,2018-02-01,3,2.65,25,92.3,15,1,0,0,18.1,0,Санкт-Петербург,30784.0,6662.0,1,137.0,1,279.0,145,16800000.0
12,32.3,2017-09-01,1,2.65,9,17.9,2,1,0,0,6.3,2,Санкт-Петербург,13432.0,15102.0,1,33.0,0,518.0439233817701,3,3100000.0
0,30.1,2018-08-10,1,2.5,5,18.0,5,1,0,0,6.0,0,Гатчина,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,6,2700000.0
3,127.0,2019-01-24,5,3.2,6,90.0,6,1,0,0,9.1,0,Санкт-Петербург,25420.0,4267.0,1,432.0,3,357.0,8,25000000.0
17,45.9,2018-01-10,1,2.75,16,18.8,11,1,0,0,14.5,1,Санкт-Петербург,14069.0,12621.0,0,490.8307291666667,0,518.0439233817701,82,5250000.0
13,48.2,2018-11-11,1,2.9,16,22.9,12,1,0,0,13.8,0,Санкт-Петербург,36691.0,12213.0,1,586.0,0,518.0439233817701,40,7200000.0
1,42.0,2017-11-24,2,2.65,5,27.3,3,1,0,0,5.0,0,Ломоносов,48834.0,52259.0,0,490.8307291666667,2,669.0,23,3300000.0
20,34.0,2018-10-17,1,2.6,3,18.0,3,1,0,0,8.0,1,деревня Бегуницы,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,160,1350000.0
5,37.0,2017-07-26,1,2.65,10,19.0,6,1,0,0,7.5,2,Санкт-Петербург,33257.0,14421.0,2,108.0,2,216.0,174,3450000.0
7,39.2,2018-11-29,1,2.65,5,18.0,2,1,0,0,9.0,1,Шлиссельбург,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,4,2200000.0
20,38.7,2018-11-22,1,2.7,17,19.9,3,1,0,0,8.1,0,Санкт-Петербург,33457.0,14480.0,0,490.8307291666667,1,269.0,29,4100000.0
14,45.0,2017-09-01,2,2.85,5,30.0,3,1,0,0,6.5,1,Санкт-Петербург,12527.0,10997.0,0,490.8307291666667,0,518.0439233817701,71,4000000.0
6,38.0,2017-08-16,2,3.3,5,22.0,1,1,0,0,7.0,0,Санкт-Петербург,22408.0,2758.0,2,325.0,3,52.0,160,3999000.0
4,46.0,2019-03-14,1,2.65,12,31.156050073980445,5,1,0,0,20.0,0,Санкт-Петербург,31500.0,3372.0,1,345.0,3,304.0,95,6700000.0
7,52.0,2016-06-27,2,2.65,18,40.0,9,1,0,0,9.1,2,Санкт-Петербург,16501.0,10163.0,1,635.0,1,741.0,67,7300000.0
9,30.0,2018-03-13,1,2.5,9,17.0,6,1,0,0,7.0,0,Колпино,25411.0,31197.0,1,497.0,0,518.0439233817701,370,2700000.0
20,36.7,2018-08-09,1,2.65,18,18.6,14,1,0,0,10.2,0,Санкт-Петербург,10823.0,14782.0,0,490.8307291666667,0,518.0439233817701,57,4150000.0
5,57.61,2018-02-27,2,2.6,4,37.13,1,1,0,0,10.0,0,посёлок Щеглово,61908.0,34085.0,0,490.8307291666667,0,518.0439233817701,41,2950000.0
1,64.9,2018-01-10,2,2.6,8,37.5,2,1,0,0,13.4,2,Всеволожск,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,237,3960000.0
6,56.0,2019-04-02,3,2.5,5,48.0,5,1,0,0,8.0,0,Санкт-Петербург,21179.0,14888.0,1,637.0,2,483.0,95,4500000.0
8,35.0,2018-09-14,1,2.65,19,15.0,2,1,0,0,10.0,0,посёлок Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,100,2998000.0
16,60.0,2015-12-16,3,2.65,12,38.7,3,0,0,0,4.8,2,Санкт-Петербург,12274.0,10744.0,0,490.8307291666667,0,518.0439233817701,184,8200000.0
14,47.3,2018-08-31,2,2.5,9,30.0,6,1,0,0,6.4,0,Санкт-Петербург,12477.0,11699.0,1,414.0,1,645.0,13,4200000.0
17,70.8,2018-01-04,3,3.0,4,47.2,4,1,0,0,7.6,0,Санкт-Петербург,32077.0,9155.0,0,490.8307291666667,1,1236.0,142,7800000.0
7,48.0,2018-10-08,2,2.65,9,28.0,4,1,0,0,7.0,2,Санкт-Петербург,12116.0,14707.0,0,490.8307291666667,0,518.0439233817701,13,5200000.0
1,40.86,2019-04-01,1,2.65,13,17.66,12,1,0,0,10.69,2,посёлок Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,2860200.0
18,30.7,2018-10-16,1,2.5,6,16.8,3,1,0,0,5.7,0,Санкт-Петербург,16885.0,7264.0,1,246.0,0,518.0439233817701,116,4400000.0
2,47.3,2016-04-27,1,2.65,18,14.0,10,1,0,0,16.0,0,Санкт-Петербург,18625.0,17141.0,0,490.8307291666667,2,100.0,147,4900000.0
10,34.88,2018-10-10,1,2.65,5,11.0,1,1,0,0,9.1,0,Санкт-Петербург,47325.0,25220.0,1,246.0,1,786.0,80,3240352.0
2,60.8,2018-10-04,2,2.6,6,35.0,6,1,0,0,11.1,0,посёлок Сосново,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,2800000.0
7,58.0,2019-01-06,3,2.65,9,40.7,4,1,0,0,6.2,0,Колпино,25504.0,31291.0,0,490.8307291666667,0,518.0439233817701,26,4250000.0
0,38.0,2018-09-07,1,2.5,9,18.0,3,1,0,0,8.0,0,Санкт-Петербург,15683.0,14479.0,2,594.0,1,410.0,8,3300000.0
5,48.3,2017-01-11,2,3.2,6,33.7,3,1,0,0,7.2,0,Санкт-Петербург,26204.0,6934.0,2,149.0,2,577.0,95,8500000.0
6,53.0,2016-02-12,2,2.5,5,29.0,2,1,0,0,8.3,0,деревня Старосиверская,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,186,1880000.0
8,36.5,2017-12-05,1,2.8,3,23.009859750778787,3,1,0,0,10.0,0,Кронштадт,68254.0,49980.0,3,20.0,1,60.0,7,3200000.0
18,44.4,2018-03-19,1,2.6,17,18.9,5,1,0,0,9.7,1,Санкт-Петербург,22549.0,13164.0,1,522.0,0,518.0439233817701,66,4750000.0
9,40.3,2016-05-25,1,2.7,19,17.7,2,1,0,0,9.8,2,Санкт-Петербург,19169.0,4743.0,0,490.8307291666667,1,535.0,838,6283000.0
1,42.0,2016-05-18,1,2.65,5,23.76066955403277,2,0,0,0,9.1,1,посёлок городского типа Тайцы,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,45,2500000.0
20,85.7,2017-07-10,3,2.7,15,51.7,15,1,0,0,12.0,1,Санкт-Петербург,13665.0,12398.0,1,737.0,0,518.0439233817701,291,10650000.0
9,41.8,2018-09-28,2,2.55,3,28.4,1,1,0,0,6.1,0,деревня Калитино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,1499000.0
6,51.0,2017-05-18,2,2.65,9,32.0,4,1,0,0,7.0,0,Санкт-Петербург,13822.0,16414.0,0,490.8307291666667,1,557.0,169,4150000.0
3,50.9,2015-05-28,1,2.85,9,19.7,4,0,0,0,12.2,1,Санкт-Петербург,21635.0,6027.0,0,490.8307291666667,1,460.0,568,6799000.0
9,28.7,2017-10-07,1,2.5,9,14.4,3,1,0,0,5.6,0,Санкт-Петербург,32629.0,12222.0,0,490.8307291666667,0,518.0439233817701,216,3150000.0
1,76.0,2017-11-08,3,2.7,5,43.7,2,1,0,0,8.5,0,посёлок Кикерино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,170,2600000.0
9,52.0,2017-11-17,1,2.6,9,19.3,7,1,0,0,16.2,1,Санкт-Петербург,41832.0,10003.0,0,490.8307291666667,0,518.0439233817701,60,4950000.0
4,38.0,2015-01-09,1,2.6,5,17.0,5,0,0,0,9.0,2,Всеволожск,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,586,2650000.0
9,82.0,2017-04-18,3,2.65,18,44.0,12,1,0,0,13.0,0,посёлок Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,7,4883913.0
19,63.3,2018-08-02,2,2.65,14,35.0,8,1,0,0,11.0,2,Санкт-Петербург,12782.0,12290.0,2,313.0,1,610.0,225,8500000.0
10,42.0,2017-08-31,1,2.65,5,18.0,5,1,0,0,10.0,0,Санкт-Петербург,19016.0,10547.0,0,490.8307291666667,1,515.0,95,3700000.0
16,70.0,2018-12-20,3,2.5,5,46.0,1,1,0,0,9.0,0,Шлиссельбург,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,128,3290000.0
15,68.0,2018-08-24,3,2.57,9,42.9,1,1,0,0,10.0,0,Санкт-Петербург,28046.18623688923,11601.291570881223,0,490.8307291666667,0,518.0439233817701,181,5600000.0
20,126.0,2015-08-31,3,2.65,15,41.61890271076492,14,1,0,0,11.2,2,Санкт-Петербург,24361.0,10798.0,1,258.0,0,518.0439233817701,1119,8950000.0
5,81.0,2019-04-06,3,3.14,7,49.75667698381952,2,1,0,0,9.1,0,Санкт-Петербург,10726.0,12169.0,1,191.0,1,531.0,95,10700000.0
19,44.1,2017-11-29,1,2.65,17,18.3,15,1,0,0,12.7,2,Санкт-Петербург,13292.0,14847.0,0,490.8307291666667,0,518.0439233817701,70,4610000.0
1,56.0,2017-10-10,3,2.55,4,40.0,4,1,0,0,5.0,0,деревня Низино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,253,3200000.0
7,35.4,2018-03-15,1,2.65,10,15.8,2,1,0,0,8.2,0,Санкт-Петербург,35983.0,16285.0,0,490.8307291666667,0,518.0439233817701,101,3800000.0
18,40.5,2017-02-09,1,2.7,22,18.5,4,0,0,0,10.8,2,Санкт-Петербург,12924.0,12307.0,1,692.0,1,46.0,71,4900000.0
5,202.0,2017-11-02,7,3.7,5,145.0,4,1,0,0,20.0,1,Санкт-Петербург,27035.0,5738.0,2,467.0,2,429.0,268,16800000.0
13,45.8,2018-03-22,2,2.5,9,26.9,3,1,0,0,6.3,1,Санкт-Петербург,49080.0,14905.0,1,239.0,1,609.0,9,4200000.0
5,41.4,2018-10-28,1,2.6,16,22.27425072453229,14,1,0,0,9.1,0,Санкт-Петербург,52239.0,16464.0,0,490.8307291666667,1,754.0,164,4790000.0
5,72.0,2018-07-05,3,2.65,10,41.0,3,1,0,0,9.0,0,посёлок Тельмана,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,74,5695000.0
15,31.6,2017-12-28,1,2.65,5,16.0,3,1,0,0,5.0,0,Санкт-Петербург,15310.0,8191.0,1,161.0,0,518.0439233817701,26,3610000.0
19,65.0,2018-03-23,2,2.65,16,34.1786519468293,10,1,0,0,9.1,0,Санкт-Петербург,34463.0,11879.0,0,490.8307291666667,0,518.0439233817701,93,7350000.0
16,33.4,2018-11-12,1,2.5,10,15.9,10,1,0,0,8.7,1,Колпино,27920.0,33706.0,0,490.8307291666667,2,865.0,95,3400000.0
16,71.8,2018-02-01,3,2.65,4,47.8,4,1,0,0,8.0,2,Пушкин,19446.0,34300.0,0,490.8307291666667,0,518.0439233817701,85,6650000.0
18,78.7,2015-01-21,2,3.55,5,40.0,2,1,0,0,13.6,0,Санкт-Петербург,25185.0,3888.0,1,65.0,1,651.0,95,14999000.0
19,84.0,2018-10-19,4,2.58,5,53.3,5,1,0,0,11.4,0,посёлок Шушары,17345.0,31455.0,0,490.8307291666667,0,518.0439233817701,192,6500000.0
5,33.0,2018-02-01,1,2.65,25,14.0,2,1,0,0,7.0,0,Санкт-Петербург,39180.0,16002.0,0,490.8307291666667,1,930.0,273,3390000.0
10,45.0,2017-09-23,2,2.5,5,29.5,3,1,0,0,8.3,0,Кириши,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,110,1780000.0
1,51.64,2016-05-06,1,2.65,12,18.95,4,1,0,0,18.34,0,Санкт-Петербург,39946.0,10720.0,1,2102.0,3,303.0,59,6868120.0
0,29.8,2018-10-08,1,2.5,9,23.0,2,1,0,0,6.0,0,Санкт-Петербург,35963.0,10391.0,0,490.8307291666667,1,783.0,9,3300000.0
9,47.0,2019-02-11,2,2.56,9,30.0,4,1,0,0,8.0,1,Санкт-Петербург,28834.0,13493.0,0,490.8307291666667,1,761.0,53,4450000.0
15,47.0,2018-05-30,1,2.75,19,21.0,12,1,0,0,10.0,2,Санкт-Петербург,29319.0,11723.0,1,136.0,1,66.0,155,5000000.0
14,48.1,2017-11-28,2,2.5,9,30.7,5,1,0,0,7.0,2,Санкт-Петербург,28934.0,11795.0,1,842.0,1,259.0,41,4600000.0
8,48.1,2019-04-24,2,2.55,5,27.8,3,1,0,0,8.0,2,Подпорожье,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,1480000.0
14,70.0,2017-11-27,2,2.8,5,38.0,3,0,0,0,12.0,2,Пушкин,18079.0,30232.0,1,357.0,1,177.0,85,7480000.0
10,51.6,2017-09-12,1,2.7,5,18.0,2,1,0,0,6.2,2,Санкт-Петербург,37499.0,11240.0,0,490.8307291666667,0,518.0439233817701,177,4400000.0
7,43.0,2018-11-13,1,2.6,24,13.0,23,0,0,0,17.0,2,Санкт-Петербург,35847.0,15853.0,0,490.8307291666667,0,518.0439233817701,7,6900000.0
19,65.0,2018-10-28,2,2.5,6,49.0,6,0,0,0,7.0,2,Пушкин,20782.0,30759.0,0,490.8307291666667,1,96.0,24,5750000.0
6,122.0,2015-08-10,3,2.65,17,64.3,12,1,0,0,14.3,0,Санкт-Петербург,37434.0,8460.0,1,441.0,2,427.0,912,13500000.0
8,31.0,2017-10-19,1,2.65,4,17.3,1,1,0,0,7.0,0,Тосно,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,48,1370000.0
11,56.5,2018-02-11,2,2.65,5,29.377046197328063,2,1,0,0,9.1,0,Коммунар,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,45,3100000.0
18,56.0,2016-09-22,2,2.65,12,32.6,5,0,0,0,10.1,2,Санкт-Петербург,20498.0,22210.0,0,490.8307291666667,0,518.0439233817701,242,4800000.0
12,96.0,2018-03-23,3,2.7,16,34.5,7,1,0,0,34.19,0,Санкт-Петербург,15903.0,7953.0,1,1053.0,0,518.0439233817701,95,15200000.0
16,50.5,2015-11-12,2,2.6,9,29.5,8,1,0,0,7.7,4,Петергоф,45612.0,49037.0,1,703.0,0,518.0439233817701,706,4750000.0
10,37.0,2016-04-11,1,2.65,9,19.0,1,1,0,0,6.0,0,Санкт-Петербург,11350.0,14929.0,1,233.0,1,273.0,131,4100000.0
1,34.0,2017-08-19,1,2.65,9,17.5,9,1,0,0,8.0,0,Санкт-Петербург,13315.0,14577.0,0,490.8307291666667,0,518.0439233817701,6,2950000.0
20,50.7,2016-05-04,2,2.6,5,30.7,2,1,0,0,9.1,0,деревня Лесколово,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,54,2650000.0
5,70.0,2017-04-15,3,2.65,16,42.5,3,0,0,0,10.6,5,Санкт-Петербург,16403.0,11646.0,0,490.8307291666667,1,1219.0,60,5850000.0
12,35.3,2018-03-04,1,2.5,9,20.0,2,1,0,0,7.2,1,Санкт-Петербург,21435.0,15261.0,1,334.0,1,232.0,97,3150000.0
6,40.0,2016-02-08,1,2.65,25,18.0,17,1,0,0,10.5,0,Санкт-Петербург,15533.0,14329.0,1,1477.0,1,392.0,443,4300000.0
18,75.0,2018-02-22,3,3.0,5,49.0,4,1,0,0,8.0,0,Санкт-Петербург,26943.0,8044.0,1,423.0,0,518.0439233817701,168,7950000.0
1,44.0,2018-10-02,2,2.6,9,27.0,6,1,0,0,6.4,0,Санкт-Петербург,16470.0,16378.0,0,490.8307291666667,1,163.0,10,3550000.0
4,69.9,2018-11-20,2,3.25,4,46.0,4,1,0,0,10.8,0,Санкт-Петербург,24242.0,3809.0,2,639.0,3,425.0,78,6600000.0
18,95.7,2018-01-01,2,3.0,7,31.3,4,0,0,0,38.0,0,Санкт-Петербург,39946.0,10720.0,1,2102.0,3,303.0,298,17226000.0
6,42.0,2019-04-12,2,2.65,5,28.0,4,1,0,0,5.5,0,Санкт-Петербург,45203.0,11978.0,2,457.0,1,604.0,95,4900000.0
12,36.0,2017-10-18,1,2.65,21,15.0,8,1,0,0,11.0,0,посёлок Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,6,3600000.0
14,74.0,2017-05-02,4,2.5,5,52.0,5,1,0,0,9.0,0,поселок Возрождение,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,99,2150000.0
20,46.8,2017-07-20,2,2.5,9,27.7,5,1,0,0,6.8,0,Санкт-Петербург,44180.0,14253.0,1,963.0,0,518.0439233817701,127,3950000.0
14,46.0,2018-08-01,2,2.55,9,30.0,2,1,0,0,6.3,0,Санкт-Петербург,15197.0,10946.0,0,490.8307291666667,1,134.0,41,4200000.0
10,36.4,2018-08-08,1,2.65,23,14.7,14,1,0,0,9.7,0,Санкт-Петербург,11555.0,12099.0,0,490.8307291666667,1,527.0,18,3680000.0
11,31.3,2017-10-30,1,2.5,5,17.6,4,1,0,0,5.4,1,Санкт-Петербург,20837.0,14790.0,2,697.0,1,302.0,288,2850000.0
10,53.2,2017-09-15,2,2.65,17,29.2,10,1,0,0,8.1,0,Санкт-Петербург,35492.0,11837.0,1,635.0,1,623.0,33,5500000.0
3,53.4,2019-05-01,2,2.5,16,29.3,16,1,0,0,7.0,5,Санкт-Петербург,50740.0,13214.0,1,274.0,1,966.0,95,6200000.0
17,56.0,2018-04-02,2,2.3,5,45.0,1,1,0,0,9.0,2,Сясьстрой,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,55,2200000.0
0,31.0,2017-10-23,1,2.5,5,14.076282075705306,1,1,0,0,9.1,0,Кириши,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,286,950000.0
